,recom,times
0,-0.01,0
1,-1.08,8
2,-1.04,4
3,-0.6799999999999999,9
4,-1.09,9
5,-1.21,21
6,-1.2,20
7,-1.06,6
8,-0.9100000000000001,32
9,-0.74,15
10,-1.02,2
11,-0.6800000000000002,50
12,-0.76,17
13,-0.5100000000000001,33
14,-1.05,5
15,-0.3100000000000004,54
16,-1.15,15
17,-0.9800000000000001,39
18,-1.1,10
19,-0.5500000000000002,37
20,-1.05,5
21,-0.15000000000000024,38
22,-0.8,21
23,-0.07000000000000006,30
24,2.2199999999999998,83
25,-1.06,6
26,0.5699999999999998,48
27,-0.1200000000000001,35
28,0.2599999999999998,38
29,0.41000000000000014,23
30,-1.1,10
31,-0.1000000000000002,33
32,-0.10000000000000009,33
33,0.08999999999999964,55
34,-0.79,20
35,2.5999999999999996,45
36,0.6000000000000001,45
37,-0.6900000000000001,10
38,-0.5900000000000002,41
39,2.2199999999999998,42
40,2.75,30
41,-1.08,8
42,2.3999999999999995,65
43,0.009999999999999565,63
44,-0.72,13
45,2.31,33
46,2.4899999999999998,56
47,-0.72,13
48,-0.5900000000000003,41
49,0.3099999999999996,33
50,2.6399999999999997,41
51,2.25,39
52,-0.71,12
53,2.369999999999999,68
54,-1.07,7
55,2.7299999999999995,32
56,-0.77,18
57,0.030000000000000027,20
58,-1.1,10
59,0.33999999999999964,30
60,-0.73,14
61,2.2899999999999996,35
62,2.37,27
63,2.51,54
64,2.6999999999999997,35
65,2.66,39
66,2.7299999999999995,32
67,2.34,30
68,-0.73,14
69,2.6799999999999997,37
70,2.7199999999999998,33
71,2.7499999999999996,30
72,0.3699999999999999,27
73,2.6799999999999997,37
74,1.3099999999999998,32
75,2.82,23
76,0.44999999999999973,19
77,0.31999999999999984,32
78,2.71,34
79,2.4499999999999997,60
80,2.67,38
81,-1.02,2
82,2.4699999999999998,58
83,2.3099999999999996,74
84,2.57,48
85,2.4400000000000004,20
86,2.7699999999999996,28
87,2.57,48
88,2.7,35
89,2.3,34
90,0.009999999999999787,22
91,2.34,30
92,1.94,29
93,2.55,50
94,2.5699999999999994,48
95,2.6399999999999997,41
96,-1.16,16
97,2.5,55
98,1.58,65
99,1.6700000000000002,37
100,2.45,60
101,-1.09,9
102,-1.02,2
103,2.0599999999999996,17
104,-0.76,17
105,2.7600000000000002,29
106,2.4000000000000004,24
107,2.7299999999999995,32
108,2.6699999999999995,38
109,1.8599999999999999,37
110,2.85,20
111,2.3,34
112,-0.5700000000000003,80
113,1.19,22
114,2.78,27
115,2.36,28
116,2.4099999999999997,64
117,2.6900000000000004,36
118,2.81,24
119,2.76,29
